"Epic Id","CPT4 Code","Epic name","CPT4 name"
"1075835000","58350","CHROMOTUBATION OF OVIDUCT, INCLUDING MATERIALS","Chromotubation of oviduct, including materials"
"1075835300","58353",THERMOABLATION OF ENDOMETRIUM,"Endometrial ablation, thermal, without hysteroscopic guidance"
"1075835600","58356",CRYOABLATION OF ENDOMETRIUM USING ULTRASONIC GUIDANCE,"Endometrial cryoablation with ultrasonic guidance, including endometrial curettage, when performed"
"1075840000","58400",UTERINE SUSPENSION,"Uterine suspension, with or without shortening of round ligaments, with or without shortening of sacrouterine ligaments; (separate procedure)"
"1075841000","58410",UTERINE SUSPENSION WITH PRESACRAL SYMPATHECTOMY,"Uterine suspension, with or without shortening of round ligaments, with or without shortening of sacrouterine ligaments; with presacral sympathectomy"
"1075852000","58520",REPAIR OF RUPTURE OF UTERUS USING SUTURE,"Hysterorrhaphy, repair of ruptured uterus (nonobstetrical)"
"1075854000","58540",STRASSMAN TYPE REPAIR OF UTERINE ANOMALY,"Hysteroplasty, repair of uterine anomaly (Strassman type)"
"1075854100","58541",SURGICAL LAPAROSCOPY WITH SUPRACERVICAL HYSTERECTOMY UTERUS UP TO 250 G,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less"
"1075854200","58542",SURGICAL LAPAROSCOPY WITH SUPRACERVICAL HYSTERECTOMY OF UTERUS UP TO 250 G AND REMOVAL OF OVARY,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)"
"1075854300","58543",SURGICAL LAPAROSCOPY WITH SUPRACERVICAL HYSTERECTOMY OF UTERUS GREATER THAN 250 G,"Laparoscopy, surgical, supracervical hysterectomy, for uterus greater than 250 g"
"1075854400","58544",SURGICAL LAPAROSCOPY WITH SUPRACERVICAL HYSTERECTOMY AND REMOVAL OF OVARY,"Laparoscopy, surgical, supracervical hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
"1075854600","58546",SURGICAL LAPAROSCOPY WITH EXCISION OF INTRAMURAL MYOMAS WITH TOTAL WEIGHT GREATER THAN 250 G,"Laparoscopy, surgical, myomectomy, excision; 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 g"
"1075854800","58548","SURGICAL LAPAROSCOPY WITH RADICAL HYSTERECTOMY, REMOVAL OF OVARY, BILATERAL TOTAL PELVIC LYMPHADENECTOMY AND PARA-AORTIC LYMPH NODE BIOPSY","Laparoscopy, surgical, with radical hysterectomy, with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling (biopsy), with removal of tube(s) and ovary(s), if performed"
"1075855000","58550",SURGICAL LAPAROSCOPY WITH VAGINAL HYSTERECTOMY OF UTERUS UP TO 250 G,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less"
"1075855200","58552",SURGICAL LAPAROSCOPY WITH VAGINAL HYSTERECTOMY OF UTERUS UP TO 250 G AND REMOVAL OF OVARY,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)"
"1075855300","58553",SURGICAL LAPAROSCOPY WITH VAGINAL HYSTERECTOMY OF UTERUS GREATER THAN 250 G,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g"
"1075855400","58554",SURGICAL LAPAROSCOPY WITH VAGINAL HYSTERECTOMY OF UTERUS GREATER THAN 250 G AND REMOVAL OF OVARY,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
"1073160100","31601",TRACHEOSTOMY,"Tracheostomy, planned (separate procedure); younger than 2 years"
"1073160300","31603",TRANSTRACHEAL TRACHEOSTOMY,"Tracheostomy, emergency procedure; transtracheal"
"1073160500","31605",CRICOTHYROID MEMBRANE TRACHEOSTOMY,"Tracheostomy, emergency procedure; cricothyroid membrane"
"1073161000","31610",TRACHEAL FENESTRATION USING SKIN FLAP,"Tracheostomy, fenestration procedure with skin flaps"
"1073161100","31611",CONSTRUCTION OF TRACHEOESOPHAGEAL FISTULA AND INSERTION OF ALARYNGEAL SPEECH PROSTHESIS,"Construction of tracheoesophageal fistula and subsequent insertion of an alaryngeal speech prosthesis (eg, voice button, Blom-Singer prosthesis)"
"1073161200","31612",PERCUTANEOUS TRACHEAL PUNCTURE WITH TRANSTRACHEAL INJECTION,"Tracheal puncture, percutaneous with transtracheal aspiration and/or injection"
"1073161300","31613",REVISION OF TRACHEOSTOMA,"Tracheostoma revision; simple, without flap rotation"
"1073161400","31614",REVISION OF TRACHEOSTOMA WITH FLAP ROTATION,"Tracheostoma revision; complex, with flap rotation"
"1073161500","31615",TRACHEOBRONCHOSCOPY THROUGH ESTABLISHED TRACHEOSTOMY INCISION,Tracheobronchoscopy through established tracheostomy incision
"1073162200","31622",DIAGNOSTIC RIGID BRONCHOSCOPY WITH CELL WASHING USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; diagnostic, with cell washing, when performed (separate procedure)"
"1073162300","31623","BRONCHOSCOPY, RIGID OR FLEXIBLE, INCLUDING FLUOROSCOPIC GUIDANCE, WHEN PERFORMED; WITH BRUSHING OR PROTECTED BRUSHINGS","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with brushing or protected brushings"
"1073162400","31624",RIGID BRONCHOSCOPY WITH BRONCHIAL ALVEOLAR LAVAGE USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial alveolar lavage"
"1073162500","31625",RIGID BRONCHOSCOPY WITH ENDOBRONCHIAL BIOPSY USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial or endobronchial biopsy(s), single or multiple sites"
"1073162600","31626",RIGID BRONCHOSCOPY WITH PLACEMENT OF FIDUCIAL MARKER USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of fiducial markers, single or multiple"
"1073162700","31627","RIGID BRONCHOSCOPY WITH COMPUTER-ASSISTED, IMAGE-GUIDED NAVIGATION USING FLUOROSCOPIC GUIDANCE","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with computer-assisted, image-guided navigation (List separately in addition to code for primary procedure[s])"
"1073162800","31628","BRONCHOSCOPY, RIGID OR FLEXIBLE, INCLUDING FLUOROSCOPIC GUIDANCE, WHEN PERFORMED; WITH TRANSBRONCHIAL LUNG BIOPSY(S), SINGLE LOBE","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial lung biopsy(s), single lobe"
"1073162900","31629",RIGID BRONCHOSCOPY WITH TRANSBRONCHIAL NEEDLE ASPIRATION BIOPSY OF TRACHEA USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial needle aspiration biopsy(s), trachea, main stem and/or lobar bronchus(i)"
"1073163000","31630",RIGID BRONCHOSCOPY WITH TRACHEAL DILATION USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with tracheal/bronchial dilation or closed reduction of fracture"
"1075855500","58555",DIAGNOSTIC HYSTEROSCOPY,"Hysteroscopy, diagnostic (separate procedure)"
"1075855800","58558",SURGICAL HYSTEROSCOPY WITH BIOPSY OF ENDOMETRIUM AND POLYPECTOMY AND DILATION AND CURETTAGE,"Hysteroscopy, surgical; with sampling (biopsy) of endometrium and/or polypectomy, with or without D & C"
"1075855900","58559",SURGICAL HYSTEROSCOPY WITH LYSIS OF INTRAUTERINE ADHESION,"Hysteroscopy, surgical; with lysis of intrauterine adhesions (any method)"
"1075856000","58560",SURGICAL HYSTEROSCOPY WITH RESECTION OF INTRAUTERINE SEPTUM,"Hysteroscopy, surgical; with division or resection of intrauterine septum (any method)"
"1075856100","58561",SURGICAL HYSTEROSCOPY WITH REMOVAL OF LEIOMYOMA,"Hysteroscopy, surgical; with removal of leiomyomata"
"1075856200","58562",SURGICAL HYSTEROSCOPY WITH REMOVAL OF IMPACTED FOREIGN BODY,"Hysteroscopy, surgical; with removal of impacted foreign body"
"1075856300","58563",SURGICAL HYSTEROSCOPY WITH THERMOABLATION OF ENDOMETRIUM,"Hysteroscopy, surgical; with endometrial ablation (eg, endometrial resection, electrosurgical ablation, thermoablation)"
"1075856500","58565",SURGICAL HYSTEROSCOPY WITH BILATERAL CANNULATION OF FALLOPIAN TUBES AND OCCLUSION USING PERMANENT IMPLANTS,"Hysteroscopy, surgical; with bilateral fallopian tube cannulation to induce occlusion by placement of permanent implants"
"1075857000","58570",SURGICAL LAPAROSCOPY WITH COMPLETE HYSTERECTOMY OF UTERUS UP TO 250 G,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less"
"1075857100","58571","LAPAROSCOPY, SURGICAL, WITH TOTAL HYSTERECTOMY, FOR UTERUS 250 G OR LESS; WITH REMOVAL OF TUBE(S)","Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)"
"1075857200","58572",SURGICAL LAPAROSCOPY WITH COMPLETE HYSTERECTOMY OF UTERUS GREATER THAN 250 G,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g"
"1075857300","58573",SURGICAL LAPAROSCOPY WITH COMPLETE HYSTERECTOMY OF UTERUS GREATER THAN 250 G AND REMOVAL OF OVARY AND/OR TUBES,"Laparoscopy, surgical, with total hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
"1075857800","58578",LAPAROSCOPY PROCEDURE ON UTERUS,"Unlisted laparoscopy procedure, uterus"
"1075857900","58579",HYSTEROSCOPY PROCEDURE ON UTERUS,"Unlisted hysteroscopy procedure, uterus"
"1075860000","58600",UNILATERAL TRANSECTION OF FALLOPIAN TUBE BY VAGINAL APPROACH,"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, unilateral or bilateral"
"1075860500","58605","LIGATION OR TRANSECTION OF FALLOPIAN TUBE(S), ABDOMINAL OR VAGINAL APPROACH, POSTPARTUM, UNILATERAL OR BILATERAL","Ligation or transection of fallopian tube(s), abdominal or vaginal approach, postpartum, unilateral or bilateral, during same hospitalization (separate procedure)"
"1075861100","58611",TRANSECTION OF FALLOPIAN TUBE,Ligation or transection of fallopian tube(s) when done at the time of cesarean delivery or intra-abdominal surgery (not a separate procedure) (List separately in addition to code for primary procedure)
"1075861500","58615",OCCLUSION OF FALLOPIAN TUBE USING CLIP BY VAGINAL APPROACH,"Occlusion of fallopian tube(s) by device (eg, band, clip, Falope ring) vaginal or suprapubic approach"
"1075866000","58660",SURGICAL LAPAROSCOPY WITH LYSIS OF ADHESION OF OVARY,"Laparoscopy, surgical; with lysis of adhesions (salpingolysis, ovariolysis) (separate procedure)"
"1073163100","31631",RIGID BRONCHOSCOPY WITH PLACEMENT OF TRACHEAL STENT WITH TRACHEAL DILATION,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of tracheal stent(s) (includes tracheal/bronchial dilation as required)"
"1073163200","31632",RIGID BRONCHOSCOPY WITH TRANSBRONCHIAL NEEDLE ASPIRATION BIOPSY OF LUNG USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial lung biopsy(s), each additional lobe (List separately in addition to code for primary procedure)"
"1073163300","31633",RIGID BRONCHOSCOPY WITH TRANSBRONCHIAL NEEDLE ASPIRATION BIOPSY OF LUNG USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial needle aspiration biopsy(s), each additional lobe (List separately in addition to code for primary procedure)"
"1073163400","31634","RIGID BRONCHOSCOPY WITH BALLOON OCCLUSION, ASSESSMENT OF AIR LEAK, AND ADMINISTRATION OF OCCLUSIVE SUBSTANCE USING FLUOROSCOPIC GUIDANCE","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with balloon occlusion, with assessment of air leak, with administration of occlusive substance (eg, fibrin glue), if performed"
"1073163500","31635",RIGID BRONCHOSCOPY WITH REMOVAL OF FOREIGN BODY USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of foreign body"
"1073163600","31636",RIGID BRONCHOSCOPY WITH PLACEMENT OF BRONCHIAL STENT USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of bronchial stent(s) (includes tracheal/bronchial dilation as required), initial bronchus"
"1073163700","31637",RIGID BRONCHOSCOPY WITH PLACEMENT OF BRONCHIAL STENT USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; each additional major bronchus stented (List separately in addition to code for primary procedure)"
"1073163800","31638",RIGID BRONCHOSCOPY WITH REVISION OF TRACHEAL STENT USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with revision of tracheal or bronchial stent inserted at previous session (includes tracheal/bronchial dilation as required)"
"1073164000","31640",RIGID BRONCHOSCOPY WITH EXCISION OF TUMOR USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with excision of tumor"
"1073164100","31641",RIGID BRONCHOSCOPY WITH RELIEF OF STENOSIS USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with destruction of tumor or relief of stenosis by any method other than excision (eg, laser therapy, cryotherapy)"
"1073164300","31643",RIGID BRONCHOSCOPY WITH PLACEMENT OF CATHETER FOR INTRACAVITARY RADIOELEMENT APPLICATION USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of catheter(s) for intracavitary radioelement application"
"1073164500","31645",RIGID BRONCHOSCOPY WITH THERAPEUTIC ASPIRATION OF TRACHEOBRONCHIAL TREE USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with therapeutic aspiration of tracheobronchial tree, initial"
"1070086800","00868",ANESTH KIDNEY TRANSPLANT,"Anesthesia for extraperitoneal procedures in lower abdomen, including urinary tract; renal transplant (recipient)"
"1070088200","00882",ANESTH MAJOR VEIN LIGATION,Anesthesia for procedures on major lower abdominal vessels; inferior vena cava ligation
"1070090400","00904",ANESTH PERINEAL SURGERY,Anesthesia for; radical perineal procedure
"1070090800","00908",ANESTH REMOVAL OF PROSTATE,Anesthesia for; perineal prostatectomy
"1070093200","00932",ANESTH AMPUTATION OF PENIS,Anesthesia for procedures on male genitalia (including open urethral procedures); complete amputation of penis
"1070093400","00934",ANESTH PENIS NODES REMOVAL,Anesthesia for procedures on male genitalia (including open urethral procedures); radical amputation of penis with bilateral inguinal lymphadenectomy
"1070093600","00936",ANESTH PENIS NODES REMOVAL,Anesthesia for procedures on male genitalia (including open urethral procedures); radical amputation of penis with bilateral inguinal and iliac lymphadenectomy
"1070094400","00944",ANESTH VAGINAL HYSTERECTOMY,"Anesthesia for vaginal procedures (including biopsy of labia, vagina, cervix or endometrium); vaginal hysterectomy"
"1070095T00","0095T",RMVL ARTIFIC DISC ADDL CRVCL,"Removal of total disc arthroplasty (artificial disc), anterior approach, each additional interspace, cervical (List separately in addition to code for primary procedure)"
"1070098T00","0098T",REV ARTIFIC DISC ADDL,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, each additional interspace, cervical (List separately in addition to code for primary procedure)"
"1070114000","01140",ANESTH AMPUTATION AT PELVIS,Anesthesia for interpelviabdominal (hindquarter) amputation
"1070115000","01150",ANESTH PELVIC TUMOR SURGERY,"Anesthesia for radical procedures for tumor of pelvis, except hindquarter amputation"
"1070121200","01212",ANESTH HIP DISARTICULATION,Anesthesia for open procedures involving hip joint; hip disarticulation
"1070121400","01214",ANESTH HIP ARTHROPLASTY,Anesthesia for open procedures involving hip joint; total hip arthroplasty
"1070123200","01232",ANESTH AMPUTATION OF FEMUR,Anesthesia for open procedures involving upper two-thirds of femur; amputation
"1070123400","01234",ANESTH RADICAL FEMUR SURG,Anesthesia for open procedures involving upper two-thirds of femur; radical resection
"1070127200","01272",ANESTH FEMORAL ARTERY SURG,"Anesthesia for procedures involving arteries of upper leg, including bypass graft; femoral artery ligation"
"1070127400","01274",ANESTH FEMORAL EMBOLECTOMY,"Anesthesia for procedures involving arteries of upper leg, including bypass graft; femoral artery embolectomy"
"1070140200","01402",ANESTH KNEE ARTHROPLASTY,Anesthesia for open or surgical arthroscopic procedures on knee joint; total knee arthroplasty
"1070140400","01404",ANESTH AMPUTATION AT KNEE,Anesthesia for open or surgical arthroscopic procedures on knee joint; disarticulation at knee
"1070144200","01442",ANESTH KNEE ARTERY SURG,"Anesthesia for procedures on arteries of knee and popliteal area; popliteal thromboendarterectomy, with or without patch graft"
"1070144400","01444",ANESTH KNEE ARTERY REPAIR,Anesthesia for procedures on arteries of knee and popliteal area; popliteal excision and graft or repair for occlusion or aneurysm
"1070148600","01486",ANESTH ANKLE REPLACEMENT,"Anesthesia for open procedures on bones of lower leg, ankle, and foot; total ankle replacement"
"1073164600","31646",RIGID BRONCHOSCOPY WITH THERAPEUTIC ASPIRATION OF TRACHEOBRONCHIAL TREE USING FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with therapeutic aspiration of tracheobronchial tree, subsequent, same hospital stay"
"1073164700","31647",RIGID BRONCHOSCOPY WITH INSERTION OF BRONCHAIL VALVE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with balloon occlusion, when performed, assessment of air leak, airway sizing, and insertion of bronchial valve(s), initial lobe"
"1073164800","31648",RIGID BRONCHOSCOPY WITH REMOVAL OF BRONCHAIL VALVE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of bronchial valve(s), initial lobe"
"1073164900","31649",RIGID BRONCHOSCOPY WITH REMOVAL OF BRONCHAIL VALVE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of bronchial valve(s), each additional lobe (List separately in addition to code for primary procedure)"
"1073165100","31651",RIGID BRONCHOSCOPY WITH INSERTION OF BRONCHAIL VALVE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with balloon occlusion, when performed, assessment of air leak, airway sizing, and insertion of bronchial valve(s), each additional lobe (List separately in addition to code"
"1073165200","31652","BRONCHOSCOPY, RIGID OR FLEXIBLE, INCLUDING FLUOROSCOPIC GUIDANCE, WHEN PERFORMED; WITH ENDOBRONCHIAL ULTRASOUND (EBUS) GUIDED TRANSTRACHEAL AND/OR TRANSBRONCHIAL SAMPLING (EG, ASPIRATION(S)/BIOPSY(IES","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), one or two mediastinal and/or hilar lymph node stat"
"1073165300","31653","FLEXIBLE BRONCHOSCOPY USING FLUOROSCOPIC GUIDANCE WITH ENDOBRONCHIAL ULTRASOUND GUIDED TRACHEAL AND TRANSBRONCHIAL SAMPLING OF HILAR LYMPH NODES, 3 OR MORE STATIONS OR STRUCTURES","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), 3 or more mediastinal and/or hilar lymph node stati"
"1073165400","31654",ENDOBRONCHIAL ULTRASOUND DURING DIAGNOSTIC BRONCHOSCOPIC PROCEDURE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transendoscopic endobronchial ultrasound (EBUS) during bronchoscopic diagnostic or therapeutic intervention(s) for peripheral lesion(s) (List separately in addition to "
"1073166000","31660",RIGID BRONCHOSCOPY WITH BRONCHIAL THERMOPLASTY UNDER FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial thermoplasty, 1 lobe"
"1073166100","31661",RIGID BRONCHOSCOPY WITH BRONCHIAL THERMOPLASTY UNDER FLUOROSCOPIC GUIDANCE,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial thermoplasty, 2 or more lobes"
"1073171700","31717",CATHETERIZATION WITH BRONCHIAL BRUSH BIOPSY,Catheterization with bronchial brush biopsy
"1073172000","31720",NASOTRACHEAL CATHETER ASPIRATION,Catheter aspiration (separate procedure); nasotracheal
"1073172500","31725",TRACHEOBRONCHIAL CATHETER ASPIRATION USING FIBERSCOPE,"Catheter aspiration (separate procedure); tracheobronchial with fiberscope, bedside"
"1075866100","58661",SURGICAL LAPAROSCOPY WITH REMOVAL OF ADNEXAL STRUCTURES (PARTIAL OR TOTAL OOPHORECTOMY AND/OR SALPINGECTOMY,"Laparoscopy, surgical; with removal of adnexal structures (partial or total oophorectomy and/or salpingectomy)"
"1075866200","58662","LAPAROSCOPY, SURGICAL; WITH FULGURATION OR EXCISION OF LESIONS OF THE OVARY, PELVIC VISCERA, OR PERITONEAL SURFACE BY ANY METHOD","Laparoscopy, surgical; with fulguration or excision of lesions of the ovary, pelvic viscera, or peritoneal surface by any method"
"1075867000","58670",SURGICAL LAPAROSCOPY WITH FULGURATION OF OVIDUCT,"Laparoscopy, surgical; with fulguration of oviducts (with or without transection)"
"1075867100","58671",SURGICAL LAPAROSCOPY WITH OCCLUSION OF OVIDUCT USING CLIP,"Laparoscopy, surgical; with occlusion of oviducts by device (eg, band, clip, or Falope ring)"
"1075867200","58672",SURGICAL LAPAROSCOPY WITH FIMBRIOPLASTY,"Laparoscopy, surgical; with fimbrioplasty"
"1075867300","58673",SURGICAL LAPAROSCOPY WITH SALPINGOSTOMY,"Laparoscopy, surgical; with salpingostomy (salpingoneostomy)"
"1075867900","58679",LAPAROSCOPY PROCEDURE ON OVIDUCT,"Unlisted laparoscopy procedure, oviduct, ovary"
"1076145000","61450",SUBTEMPORAL CRANIECTOMY FOR SECTION OF SENSORY ROOT OF GASSERIAN GANGLION,"Craniectomy, subtemporal, for section, compression, or decompression of sensory root of gasserian ganglion"
"1076145800","61458",SUBOCCIPITAL CRANIECTOMY FOR EXPLORATION OF CRANIAL NERVE,"Craniectomy, suboccipital; for exploration or decompression of cranial nerves"
"1076146000","61460",SUBOCCIPITAL CRANIECTOMY FOR SECTION OF CRANIAL NERVE,"Craniectomy, suboccipital; for section of 1 or more cranial nerves"
"1076148000","61480",SUBOCCIPITAL CRANIECTOMY FOR PEDUNCULOTOMY,"Craniectomy, suboccipital; for mesencephalic tractotomy or pedunculotomy"
"1076150000","61500",CRANIECTOMY WITH EXCISION OF TUMOR OF SKULL,Craniectomy; with excision of tumor or other bone lesion of skull
"1076150100","61501",CRANIECTOMY OF INFECTED BONE,Craniectomy; for osteomyelitis
"1076151000","61510",SUPRATENTORIAL TREPHINATION FOR EXCISION OF BRAIN TUMOR,"Craniectomy, trephination, bone flap craniotomy; for excision of brain tumor, supratentorial, except meningioma"
"1076151200","61512",SUPRATENTORIAL TREPHINATION FOR EXCISION OF MENINGIOMA,"Craniectomy, trephination, bone flap craniotomy; for excision of meningioma, supratentorial"
"1076151400","61514",SUPRATENTORIAL TREPHINATION FOR EXCISION OF BRAIN ABSCESS,"Craniectomy, trephination, bone flap craniotomy; for excision of brain abscess, supratentorial"
"1076151600","61516",SUPRATENTORIAL TREPHINATION FOR FENESTRATION OF CYST,"Craniectomy, trephination, bone flap craniotomy; for excision or fenestration of cyst, supratentorial"
"1076151700","61517",IMPLANTATION OF CHEMOTHERAPY AGENT IN CAVITY OF BRAIN,Implantation of brain intracavitary chemotherapy agent (List separately in addition to code for primary procedure)
"1076151800","61518",POSTERIOR FOSSA CRANIECTOMY FOR EXCISION OF BRAIN TUMOR,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; except meningioma, cerebellopontine angle tumor, or midline tumor at base of skull"
"1076151900","61519",POSTERIOR FOSSA CRANIECTOMY FOR EXCISION OF MENINGIOMA,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; meningioma"
"1076152000","61520",POSTERIOR FOSSA CRANIECTOMY FOR EXCISION OF CEREBELLOPONTINE ANGLE TUMOR,"Craniectomy for excision of brain tumor, infratentorial or posterior fossa; cerebellopontine angle tumor"
"1073173000","31730",PERCUTANEOUS INTRODUCTION OF STENT INTO TRACHEA FOR OXYGEN THERAPY,Transtracheal (percutaneous) introduction of needle wire dilator/stent or indwelling tube for oxygen therapy
"1073175000","31750",CERVICAL TRACHEOPLASTY,Tracheoplasty; cervical
"1073175500","31755",TRACHEOPLASTY WITH TRACHEOPHARYNGEAL FISTULIZATION,"Tracheoplasty; tracheopharyngeal fistulization, each stage"
"1073176000","31760",INTRATHORACIC TRACHEOPLASTY,Tracheoplasty; intrathoracic
"1073176600","31766",CARINAL RECONSTRUCTION,Carinal reconstruction
"1073177000","31770",BRONCHOPLASTY WITH GRAFT REPAIR,Bronchoplasty; graft repair
"1073177500","31775",BRONCHOPLASTY WITH EXCISION OF STENOSIS AND ANASTOMOSIS,Bronchoplasty; excision stenosis and anastomosis
"1073178000","31780",EXCISION OF CERVICAL TRACHEAL STENOSIS AND ANASTOMOSIS,Excision tracheal stenosis and anastomosis; cervical
"1073178100","31781",EXCISION OF CERVICOTHORACIC TRACHEAL STENOSIS AND ANASTOMOSIS,Excision tracheal stenosis and anastomosis; cervicothoracic
"1073178500","31785",EXCISION OF CERVICAL TRACHEAL TUMOR,Excision of tracheal tumor or carcinoma; cervical
"1073178600","31786",EXCISION OF THORACIC TRACHEAL TUMOR,Excision of tracheal tumor or carcinoma; thoracic
"1073180000","31800",SUTURE OF CERVICAL TRACHEAL WOUND,Suture of tracheal wound or injury; cervical
"1073180500","31805",SUTURE OF INTRATHORACIC TRACHEAL WOUND,Suture of tracheal wound or injury; intrathoracic
"1073093000","30930",THERAPEUTIC FRACTURE OF INFERIOR TURBINATE,"Fracture nasal inferior turbinate(s), therapeutic"
"1073099900","30999",PROCEDURE ON NOSE,"Unlisted procedure, nose"
"1073100000","31000",LAVAGE OF MAXILLARY SINUS USING CANNULA,Lavage by cannulation; maxillary sinus (antrum puncture or natural ostium)
"1073100200","31002",LAVAGE OF SPHENOID SINUS USING CANNULA,Lavage by cannulation; sphenoid sinus
"1073102000","31020",MAXILLARY SINUSOTOMY BY INTRANASAL APPROACH,"Sinusotomy, maxillary (antrotomy); intranasal"
"1073103000","31030",RADICAL MAXILLARY SINUSOTOMY,"Sinusotomy, maxillary (antrotomy); radical (Caldwell-Luc) without removal of antrochoanal polyps"
"1073103200","31032",RADICAL MAXILLARY SINUSOTOMY WITH REMOVAL OF ANTROCHOANAL POLYP,"Sinusotomy, maxillary (antrotomy); radical (Caldwell-Luc) with removal of antrochoanal polyps"
"1073104000","31040",SURGERY ON PTERYGOMAXILLARY FOSSA,"Pterygomaxillary fossa surgery, any approach"
"1073105000","31050",SPHENOID SINUSOTOMY WITH BIOPSY,"Sinusotomy, sphenoid, with or without biopsy"
"1073105100","31051",SPHENOID SINUSOTOMY WITH REMOVAL OF POLYP,"Sinusotomy, sphenoid, with or without biopsy; with mucosal stripping or removal of polyp(s)"
"1073107000","31070",TREPHINE OF FRONTAL SINUS BY EXTERNAL APPROACH,"Sinusotomy frontal; external, simple (trephine operation)"
"1073107500","31075",UNILATERAL FRONTAL SINUSOTOMY BY TRANSORBITAL APPROACH,"Sinusotomy frontal; transorbital, unilateral (for mucocele or osteoma, Lynch type)"
"1073108000","31080",OBLITERATIVE FRONTAL SINUSOTOMY WITH BROW INCISION,"Sinusotomy frontal; obliterative without osteoplastic flap, brow incision (includes ablation)"
