sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:CPT_CODE,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1077562500,"AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION",234,,75625,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321714314,2211583,"Aortography, abdominal, by serialography, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307775975,
1075856100,SURGICAL HYSTEROSCOPY WITH REMOVAL OF LEIOMYOMA,1310,,58561,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321715523,2110225,"Hysteroscopy, surgical; with removal of leiomyomata",Procedure,MAPS_TO,,<auto>,1627307776047,
1072175000,CLOSURE OF MEDIAN STERNOTOMY SEPARATION WITHOUT DEBRIDEMENT,222,,21750,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321716740,2103395,Closure of median sternotomy separation with or without debridement (separate procedure),Procedure,MAPS_TO,,<auto>,1627307776386,
1075235400,CYSTOURETHROSCOPY WITH URETEROSCOPY AND PYELOSCOPY AND FULGURATION OF URETERAL LESION,286,,52354,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321718476,2109818,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with biopsy and/or fulguration of ureteral or renal pelvic lesion",Procedure,MAPS_TO,,<auto>,1627307776682,
1076161800,SECONDARY REPAIR OF DURA FOR CEREBROSPINAL FLUID LEAK IN POSTERIOR CRANIAL FOSSA USING TENSOR FASCIA LATA GRAFT,678,,61618,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321720753,2110514,"Secondary repair of dura for cerebrospinal fluid leak, anterior, middle or posterior cranial fossa following surgery of the skull base; by free tissue graft (eg, pericranium, fascia, tensor fascia lata, adipose tissue, homologous or synthetic grafts)",Procedure,MAPS_TO,,<auto>,1627307776905,
1073255000,INSERTION OF INDWELLING TUNNELED PLEURAL CATHETER WITH CUFF,249,,32550,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321723007,2106786,Insertion of indwelling tunneled pleural catheter with cuff,Procedure,MAPS_TO,,<auto>,1627307777057,
1076472100,TRANSPOSITION OF MEDIAN NERVE AT CARPAL TUNNEL,703,,64721,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627322221426,2110823,Neuroplasty and/or transposition; median nerve at carpal tunnel,Procedure,MAPS_TO,,Sharon Nirenberg,1627322219079,
180,"GRAFTING OF AUTOLOGOUS FAT HARVESTED BY LIPOSUCTION TECHNIQUE TO TRUNK,BREASTS,SCALP,ARMS,AND/OR LEGS; 50 CC OR LESS INJECTATE",563,,,0.80,APPROVED,EQUIVALENT,Sharon Nirenberg,1627322230659,709941,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; 50 cc or less injectate",Procedure,MAPS_TO,,<auto>,1627307777943,
1073325900,EXTENSIVE SURGICAL TISSUE ABLATION AND RECONSTRUCTION OF ATRIUM WITH CARDIOPULMONARY BYPASS,401,,33259,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627322241398,2107068,"Operative tissue ablation and reconstruction of atria, performed at the time of other cardiac procedure(s), extensive (eg, maze procedure), with cardiopulmonary bypass (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307778000,
39,"NASALSINUS ENDOSCOPY,SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR),INCLUDING FRONTAL SINUS EXPLORATION,WITH REMOVAL OF TISSUE FROM FRONTAL SINUS,WHEN PERFORMED",518,,,0.74,APPROVED,EQUIVALENT,Sharon Nirenberg,1627331054567,725032,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior), including frontal sinus exploration, with removal of tissue from frontal sinus, when performed",Procedure,MAPS_TO,,<auto>,1627307778841,
1073682100,OPEN DIRECT ARTERIOVENOUS ANASTOMOSIS,1306,,36821,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627331057427,2108292,"Arteriovenous anastomosis, open; direct, any site (eg, Cimino type) (separate procedure)",Procedure,MAPS_TO,,<auto>,1627307779888,
1071935000,RECONSTRUCTION OF NIPPLE AND AREOLA,489,,19350,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627331058609,2102755,Nipple/areola reconstruction,Procedure,MAPS_TO,,<auto>,1627307779953,
1075728300,VAGINAL COLPOPEXY WITH UTEROSACRAL LIGAMENT SUSPENSION BY INTRA-PERITONEAL APPROACH,271,,57283,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627331060389,2110117,"Colpopexy, vaginal; intra-peritoneal approach (uterosacral, levator myorrhaphy)",Procedure,MAPS_TO,,<auto>,1627307780878,
1072121500,"GRAFT OF BONE TO MANDIBLE, INCLUDING HARVESTING OF GRAFT",222,,21215,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627331061852,2103176,"Graft, bone; mandible (includes obtaining graft)",Procedure,MAPS_TO,,<auto>,1627307781590,
1071575700,FREE SKIN FLAP WITH MICROVASCULAR ANASTOMOSIS,401,,15757,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627331063524,2102418,Free skin flap with microvascular anastomosis,Procedure,MAPS_TO,,<auto>,1627307782094,
140,"GRAFTING OF AUTOLOGOUS FAT HARVESTED BY LIPOSUCTION TECHNIQUE TO TRUNK,BREASTS,SCALP,ARMS,AND/OR LEGS; EACH ADDITIONAL 50 CC INJECTATE,OR PART THEREOF (LIST SEPARATELY IN ADDITION TO CODE FOR PRI",301,,,0.79,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338539555,709942,"Grafting of autologous fat harvested by liposuction technique to trunk, breasts, scalp, arms, and/or legs; each additional 50 cc injectate, or part thereof (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307782110,
19,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; HEAD AND NECK WITH NAMED VASCULAR PEDICLE (IE, BUCCINATORS, GENIOGLOSSUS, TEMPORALIS, MASSETER, STERNOCLEIDOMASTOID, LEVATOR SCAPULAE)",608,,,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338566100,725029,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck with named vascular pedicle (ie, buccinators, genioglossus, temporalis, masseter, sternocleidomastoid, levator scapulae)",Procedure,MAPS_TO,,<auto>,1627307782646,
1075220400,CYSTOURETHROSCOPY WITH BIOPSY,271,,52204,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338574907,2109771,"Cystourethroscopy, with biopsy(s)",Procedure,MAPS_TO,,<auto>,1627307783016,
1072757000,"MANIPULATION OF KNEE JOINT UNDER GENERAL ANESTHESIA, WITH FIXATION",234,,27570,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338577594,2105207,Manipulation of knee joint under general anesthesia (includes application of traction or other fixation devices),Procedure,MAPS_TO,,<auto>,1627307783149,
1076365000,PERCUTANEOUS IMPLANTATION OF EPIDURAL NEUROSTIMULATOR ELECTRODE ARRAY,197,,63650,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338578866,2110729,"Percutaneous implantation of neurostimulator electrode array, epidural",Procedure,MAPS_TO,,<auto>,1627307783503,
1073682000,OPEN ARTERIOVENOUS ANASTOMOSIS BY FOREARM VEIN TRANSPOSITION,249,,36820,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338580401,2108281,"Arteriovenous anastomosis, open; by forearm vein transposition",Procedure,MAPS_TO,,<auto>,1627307783509,
1074326600,FLEXIBLE ESOPHAGOGASTRODUODENOSCOPY WITH PLACEMENT OF STENT USING GUIDE WIRE,206,,43266,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338581622,44816418,"Esophagogastroduodenoscopy, flexible, transoral; with placement of endoscopic stent (includes pre- and post-dilation and guide wire passage, when performed)",Procedure,MAPS_TO,,<auto>,1627307783707,
1071912500,OPEN EXCISION OF SINGLE LESION OF BREAST IDENTIFIED BY PREOPERATIVE PLACEMENT OF RADIOLOGICAL MARKER,1792,,19125,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338606774,2102680,"Excision of breast lesion identified by preoperative placement of radiological marker, open; single lesion",Procedure,MAPS_TO,,<auto>,1627307784088,
1077819500,LYMPHATICS AND LYMPH NODES IMAGING,221,,78195,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338641288,2211941,Lymphatics and lymph nodes imaging,Procedure,MAPS_TO,,<auto>,1627307784396,
1071316000,EXTENSIVE SECONDARY CLOSURE OF WOUND DEHISCENCE,486,,13160,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338645785,2102238,"Secondary closure of surgical wound or dehiscence, extensive or complicated",Procedure,MAPS_TO,,<auto>,1627307784410,
1074244000,EXCISION OF SUBMAXILLARY GLAND,399,,42440,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338649516,2108773,Excision of submandibular (submaxillary) gland,Procedure,MAPS_TO,,<auto>,1627307785133,
1074700100,NEEDLE BIOPSY OF LIVER,205,,47001,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338516952,2109310,"Biopsy of liver, needle; when done for indicated purpose at time of other major procedure (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,Sharon Nirenberg,1627338515920,
1074628000,SURGICAL TREATMENT OF TRANSSPHINCTERIC ANAL FISTULA WITH PLACEMENT OF SETON,561,,46280,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338660189,2109254,"Surgical treatment of anal fistula (fistulectomy/fistulotomy); transsphincteric, suprasphincteric, extrasphincteric or multiple, including placement of seton, when performed",Procedure,MAPS_TO,,<auto>,1627307786171,
1074712200,TRISEGMENTECTOMY OF LIVER,262,,47122,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338663926,2109316,"Hepatectomy, resection of liver; trisegmentectomy",Procedure,MAPS_TO,,<auto>,1627307786228,
1073722500,UNILATERAL PERCUTANEOUS ENDOVASCULAR REVASCULARIZATION OF POPLITEAL ARTERY WITH ATHERECTOMY AND ANGIOPLASTY,674,,37225,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338667341,40756872,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with atherectomy, includes angioplasty within the same vessel, when performed",Procedure,MAPS_TO,,<auto>,1627307786567,
1071931600,MASTOPEXY,672,,19316,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338670539,2102737,Mastopexy,Procedure,MAPS_TO,,<auto>,1627307787328,
1074608000,DIVISION OF ANAL SPHINCTER,219,,46080,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338680205,2109237,"Sphincterotomy, anal, division of sphincter (separate procedure)",Procedure,MAPS_TO,,<auto>,1627307788037,
1074965200,SURGICAL LAPAROSCOPY WITH REPAIR OF REDUCIBLE VENTRAL HERNIA USING MESH,1299,,49652,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338683046,2109518,"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); reducible",Procedure,MAPS_TO,,<auto>,1627307788103,
1075223400,"CYSTOURETHROSCOPY WITH RESECTION OF BLADDER TUMOR, 0.5 TO 2.0 CM",301,,52234,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338685781,2109774,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; SMALL bladder tumor(s) (0.5 up to 2.0 cm)",Procedure,MAPS_TO,,<auto>,1627307788348,
1073723600,TRANSCATHETER PLACEMENT OF INTRAVASCULAR STENTS,459,,37236,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338696759,44816399,"Transcatheter placement of an intravascular stent(s) (except lower extremity artery(s) for occlusive disease, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological super",Procedure,MAPS_TO,,Sharon Nirenberg,1627338693362,
1076449300,"INJECTION, DIAGOSTIC OR THERAPEUTIC AGENT INTO NERVE OF SACRAL OR LUMBAR PARAVERTEBRAL FACET JOINT USING CT GUIDANCE",517,,64493,0.87,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338702297,40756835,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; single level",Procedure,MAPS_TO,,<auto>,1627307789776,
1074421000,SURGICAL LAPAROSCOPY WITH COMPLETE COLECTOMY AND ILEOSTOMY BY ABDOMINAL APPROACH,234,,44210,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338704330,2109071,"Laparoscopy, surgical; colectomy, total, abdominal, without proctectomy, with ileostomy or ileoproctostomy",Procedure,MAPS_TO,,<auto>,1627307790259,
1074965400,SURGICAL LAPAROSCOPY WITH REPAIR OF REDUCIBLE INCISIONAL HERNIA USING MESH,270,,49654,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338710513,2109520,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); reducible",Procedure,MAPS_TO,,<auto>,1627307790994,
1074628800,CLOSURE OF ANAL FISTULA WITH RECTAL ADVANCEMENT FLAP,558,,46288,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338715752,2109256,Closure of anal fistula with rectal advancement flap,Procedure,MAPS_TO,,<auto>,1627307791497,
1074533000,DIAGNOSTIC FLEXIBLE SIGMOIDOSCOPY WITH COLLECTION OF SPECIMEN BY WASHING,1780,,45330,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338718818,2109180,"Sigmoidoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",Procedure,MAPS_TO,,<auto>,1627307791500,
1072882500,AMPUTATION OF TOE THROUGH INTERPHALANGEAL JOINT,261,,28825,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338725345,2105808,"Amputation, toe; interphalangeal joint",Procedure,MAPS_TO,,<auto>,1627307791538,
1075941200,EXTERNAL CEPHALIC VERSION WITHOUT TOCOLYSIS,227,,59412,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338729571,2110310,"External cephalic version, with or without tocolysis",Procedure,MAPS_TO,,<auto>,1627307791871,
1071014000,INCISION AND DRAINAGE OF SEROMA,218,,10140,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338732695,2101886,"Incision and drainage of hematoma, seroma or fluid collection",Procedure,MAPS_TO,,<auto>,1627307791990,
40,"ANGIOGRAPHY,INTERNAL MAMMARY,RADIOLOGICAL SUPERVISION AND INTERPRETATION",438,,,0.73,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401786053,2211607,"Angiography, internal mammary, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307792067,
1076698400,"EXTRACAPSULAR CATARACT REMOVAL WITH INSERTION OF INTRAOCULAR LENS PROSTHESIS (1 STAGE PROCEDURE), MANUAL OR MECHANICAL TECHNIQUE (EG, IRRIGATION AND ASPIRATION OR PHACOEMULSIFICATION); WITHOUT ENDOSCO",694,,66984,0.95,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338754590,2111015,"Extracapsular cataract removal with insertion of intraocular lens prosthesis (1 stage procedure), manual or mechanical technique (eg, irrigation and aspiration or phacoemulsification); without endoscopic cyclophotocoagulation",Procedure,MAPS_TO,,<auto>,1627307793539,
1075004000,NEPHROTOMY WITH DRAINAGE BY NEPHROSTOMY,558,,50040,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338768404,2109550,"Nephrostomy, nephrotomy with drainage",Procedure,MAPS_TO,,<auto>,1627307794358,
19,"MUSCLE, MYOCUTANEOUS, OR FASCIOCUTANEOUS FLAP; HEAD AND NECK WITH NAMED VASCULAR PEDICLE (IE, BUCCINATORS, GENIOGLOSSUS, TEMPORALIS, MASSETER, STERNOCLEIDOMASTOID, LEVATOR SCAPULAE)",608,,,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401770579,725029,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck with named vascular pedicle (ie, buccinators, genioglossus, temporalis, masseter, sternocleidomastoid, levator scapulae)",Procedure,MAPS_TO,,<auto>,1627307795163,
1074326200,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY WITH SPHINCTEROTOMY,458,,43262,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338787341,2108907,Endoscopic retrograde cholangiopancreatography (ERCP); with sphincterotomy/papillotomy,Procedure,MAPS_TO,,<auto>,1627307795233,
1072830800,OSTEOTOMY OF METATARSAL BONE WITH SHORTENING AND AUTOGRAFT,300,,28308,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338795105,2105664,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; other than first metatarsal, each",Procedure,MAPS_TO,,<auto>,1627307795353,
1073722100,UNILATERAL PERCUTANEOUS ENDOVASCULAR REVASCULARIZATION OF ILIAC ARTERY WITH TRANSLUMINAL STENT PLACEMENT AND TRANSLUMINAL ANGIOPLASTY,248,,37221,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338799379,40756927,"Revascularization, endovascular, open or percutaneous, iliac artery, unilateral, initial vessel; with transluminal stent placement(s), includes angioplasty within the same vessel, when performed",Procedure,MAPS_TO,,<auto>,1627307795360,
1074420700,SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY AND COLOPROCTOSTOMY,510,,44207,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338806585,2109068,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)",Procedure,MAPS_TO,,<auto>,1627307795500,
1075043300,PERCUTANEOUS INSERTION OF NEPHROURETERAL CATHETER WITH NEPHROSTOGRAM AND URETEROGRAM USING IMAGING GUIDANCE,204,,50433,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338814754,42627936,"Placement of nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, new access",Procedure,MAPS_TO,,<auto>,1627307795617,
1073162200,DIAGNOSTIC RIGID BRONCHOSCOPY WITH CELL WASHING USING FLUOROSCOPIC GUIDANCE,996,,31622,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338821991,2106584,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; diagnostic, with cell washing, when performed (separate procedure)",Procedure,MAPS_TO,,<auto>,1627307796543,
1073658900,REMOVAL OF TUNNELED CENTRAL VENOUS CATHETER,217,,36589,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338833331,2108231,"Removal of tunneled central venous catheter, without subcutaneous port or pump",Procedure,MAPS_TO,,Sharon Nirenberg,1627338828070,
1075082000,URETEROILEAL CONDUIT WITH INTESTINE ANASTOMOSIS,260,,50820,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338836982,2109668,"Ureteroileal conduit (ileal bladder), including intestine anastomosis (Bricker operation)",Procedure,MAPS_TO,,<auto>,1627307797135,
1071140300,"EXCISION OF BENIGN LESION OF UPPER LIMB, INCLUDING MARGINS, EXCISED DIAMETER 2.1 TO 3.0 CM",233,,11403,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338840799,2101967,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 2.1 to 3.0 cm",Procedure,MAPS_TO,,<auto>,1627307797597,
1075984100,INDUCTION OF ABORTION BY DILATION AND EVACUATION,691,,59841,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338848693,2110330,"Induced abortion, by dilation and evacuation",Procedure,MAPS_TO,,<auto>,1627307798112,
1075724000,REPAIR OF CYSTOCELE AND URETHROCELE,203,,57240,0.80,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338925197,2110108,"Anterior colporrhaphy, repair of cystocele with or without repair of urethrocele, including cystourethroscopy, when performed",Procedure,MAPS_TO,,Sharon Nirenberg,1627338923272,
1074295000,RECONSTRUCTIVE OPERATION ON PHARYNX,248,,42950,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338929003,2108834,Pharyngoplasty (plastic or reconstructive operation on pharynx),Procedure,MAPS_TO,,<auto>,1627307798894,
1074692200,SURGICAL EXCISION OF LESION OF ANUS,454,,46922,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338931110,2109294,"Destruction of lesion(s), anus (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), simple; surgical excision",Procedure,MAPS_TO,,<auto>,1627307799086,
40,"ANGIOGRAPHY,INTERNAL MAMMARY,RADIOLOGICAL SUPERVISION AND INTERPRETATION",438,,,0.73,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401840541,2211607,"Angiography, internal mammary, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307799132,
1072155500,"EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF NECK, LESS THAN 3 CENTIMETERS",227,,21555,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338949410,2103356,"Excision, tumor, soft tissue of neck or anterior thorax, subcutaneous; less than 3 cm",Procedure,MAPS_TO,,<auto>,1627307799187,
1074660700,DIAGNOSTIC ANOSCOPY WITH BIOPSY,260,,46607,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338967626,46257547,"Anoscopy; with high-resolution magnification (HRA) (eg, colposcope, operating microscope) and chemical agent enhancement, with biopsy, single or multiple",Procedure,MAPS_TO,,<auto>,1627307799535,
1074324200,"UPPER GASTROINTESTINAL ENDOSCOPY OF ESOPHAGUS, STOMACH, DUODENUM AND JEJUNUM WITH ENDOSCOPIC ULTRASOUND GUIDED INTRAMURAL FINE NEEDLE BIOPSY",1296,,43242,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338971202,2108890,"Esophagogastroduodenoscopy, flexible, transoral; with transendoscopic ultrasound-guided intramural or transmural fine needle aspiration/biopsy(s) (includes endoscopic ultrasound examination of the esophagus, stomach, and either the duodenum or a surgicall",Procedure,MAPS_TO,,<auto>,1627307799594,
1072285300,INSERTION OF INTERBODY BIOMECHANICAL DEVICE(S) WITH INTEGRAL ANTERIOR INSTRUMENTATION,1748,,22853,0.66,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338973633,42628053,"Insertion of interbody biomechanical device(s) (eg, synthetic cage, mesh) with integral anterior instrumentation for device anchoring (eg, screws, flanges), when performed, to intervertebral disc space in conjunction with interbody arthrodesis, each inter",Procedure,MAPS_TO,,<auto>,1627307800270,
1074383000,OPEN GASTROSTOMY,202,,43830,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338975691,2108995,"Gastrostomy, open; without construction of gastric tube (eg, Stamm procedure) (separate procedure)",Procedure,MAPS_TO,,<auto>,1627307800360,
1073725200,INTRAVASCULAR ULTRASOUND DURING DIAGNOSTIC EVALUATION,971,,37252,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338979738,42628581,"Intravascular ultrasound (noncoronary vessel) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation; initial noncoronary vessel (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307801436,
1071404000,"TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT OF NECK, 10 SQ CM OR LESS",607,,14040,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338981016,2102253,"Adjacent tissue transfer or rearrangement, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; defect 10 sq cm or less",Procedure,MAPS_TO,,<auto>,1627307801709,
1073124000,SURGICAL ENDOSCOPY OF NOSE WITH CONCHA BULLOSA RESECTION,509,,31240,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338983824,2106405,"Nasal/sinus endoscopy, surgical; with concha bullosa resection",Procedure,MAPS_TO,,<auto>,1627307801738,
1074533100,FLEXIBLE SIGMOIDOSCOPY WITH BIOPSY,226,,45331,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627338985946,2109181,"Sigmoidoscopy, flexible; with biopsy, single or multiple",Procedure,MAPS_TO,,<auto>,1627307801773,
1076027100,THYROIDECTOMY BY CERVICAL APPROACH,453,,60271,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339495801,2110376,"Thyroidectomy, including substernal thyroid; cervical approach",Procedure,MAPS_TO,,<auto>,1627307802462,
1074713000,COMPLETE RIGHT LOBECTOMY OF LIVER,259,,47130,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339498384,2109318,"Hepatectomy, resection of liver; total right lobectomy",Procedure,MAPS_TO,,<auto>,1627307802704,
1073153600,DIRECT OPERATIVE LARYNGOSCOPY WITH BIOPSY USING OPERATING TELESCOPE,233,,31536,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339501382,2106507,"Laryngoscopy, direct, operative, with biopsy; with operating microscope or telescope",Procedure,MAPS_TO,,<auto>,1627307803046,
1073857200,SURGICAL LAPAROSCOPY WITH BILATERAL EXCISION OF ALL PELVIC LYMPH NODES AND BIOPSY OF PERIAORTIC LYMPH NODE,552,,38572,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339503390,2108478,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy and peri-aortic lymph node sampling (biopsy), single or multiple",Procedure,MAPS_TO,,<auto>,1627307803678,
40,"ANGIOGRAPHY,INTERNAL MAMMARY,RADIOLOGICAL SUPERVISION AND INTERPRETATION",438,,,0.73,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401789213,2211607,"Angiography, internal mammary, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307805836,
1074737900,LPAROSCOPIC PROCEDURE ON LIVER,233,,47379,0.87,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339510333,2109338,"Unlisted laparoscopic procedure, liver",Procedure,MAPS_TO,,<auto>,1627307806102,
1074591000,DILATION OF RECTAL STRICTURE UNDER ANESTHESIA,202,,45910,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339513075,2109226,Dilation of rectal stricture (separate procedure) under anesthesia other than local,Procedure,MAPS_TO,,<auto>,1627307806242,
1073340500,"REPLACEMENT OF AORTIC VALVE USING PROSTHETIC VALVE, WITH CARDIOPULMONARY BYPASS",855,,33405,0.98,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339514540,2107121,"Replacement, aortic valve, open, with cardiopulmonary bypass; with prosthetic valve other than homograft or stentless valve",Procedure,MAPS_TO,,<auto>,1627307806251,
1075812000,THERAPEUTIC DILATION AND CURETTAGE,450,,58120,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339515927,2110171,"Dilation and curettage, diagnostic and/or therapeutic (nonobstetrical)",Procedure,MAPS_TO,,<auto>,1627307806348,
1075525000,VASECTOMY WITH POSTOPERATIVE SEMEN EXAMINATION,225,,55250,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339517117,2110011,"Vasectomy, unilateral or bilateral (separate procedure), including postoperative semen examination(s)",Procedure,MAPS_TO,,<auto>,1627307806908,
1072881000,AMPUTATION OF SINGLE METATARSAL AND TOE,509,,28810,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627339518279,2105806,"Amputation, metatarsal, with toe, single",Procedure,MAPS_TO,,<auto>,1627307807079,
