"ProcedureEpicId","Epic_name","concept_name","Code"
48136,"EPIDERMAL AUTOGRAFT, TRUNK, ARMS, LEGS; FIRST 100 SQ CM OR LESS, OR 1% OF BODY AREA OF INFANTS AND CHILDREN","Epidermal autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children","15110"
6135,"AMINES,VAGINAL FLUID,QUALITATIVE","Amines, vaginal fluid, qualitative","82120"
7786,EEG MONITORING/VIDEORECORD,"Monitoring for localization of cerebral seizure focus by cable or radio, 16 or more channel telemetry, combined electroencephalographic (EEG) and video recording and interpretation (eg, for presurgical localization), each 24 hours","95951"
4284,"VULVECTOMY, RADICAL, PARTIAL; WITH BILATERAL INGUINOFEMORAL LYMPHADENECTOMY","Vulvectomy, radical, partial; with bilateral inguinofemoral lymphadenectomy","56632"
5793,SONO GUIDE CHOR VILL SAMPLING (OFFICE PROCEDURE),"Ultrasonic guidance for chorionic villus sampling, imaging supervision and interpretation","76945"
2752,"THROMBOENDARTERECTOMY, INCLUDING PATCH GRAFT, IF PERFORMED; ILIOFEMORAL","Thromboendarterectomy, including patch graft, if performed; iliofemoral","35355"
152526,IADNA S. AUREUS METHICILLIN RESISTANT AMP PRB TQ,"Infectious agent detection by nucleic acid (DNA or RNA); Staphylococcus aureus, methicillin resistant, amplified probe technique","87641"
2917,VENOUS CATHETERIZATION FOR SELECTIVE ORGAN BLOOD SAMPLING,Venous catheterization for selective organ blood sampling,"36500"
3743,PANCREATORRHAPHY FOR INJURY,Pancreatorrhaphy for injury,"48545"
169853,MR UPPER EXTREMITY NON-JOINT LEFT W CONTRAST,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)","73219"
161696,"DESTRUCTION BY NEUROLYTIC AGENT, PARAVERTEBRAL FACET JOINT NERVE(S), WITH IMAGING GUIDANCE (FLUOROSCOPY OR CT); CERVICAL OR THORACIC, SINGLE FACET JOINT","Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); cervical or thoracic, single facet joint","64633"
26016,"BYPASS GRAFT, WITH VEIN; CAROTID-BRACHIAL","Bypass graft, with vein; carotid-brachial","35510"
4403,"HYSTEROSCOPY, DIAGNOSTIC (SEPARATE PROCEDURE)","Hysteroscopy, diagnostic (separate procedure)","58555"
5823,RADN TREATMENT AID(S) COMPLX,"Treatment devices, design and construction; complex (irregular blocks, special shields, compensators, wedges, molds or casts)","77334"
14676,"CRANIECTOMY OR CRANIOTOMY, DECOMPRESSIVE, WITH OR WITHOUT DURAPLASTY, FOR TREATMENT OF INTRACRANI…ATED INTRAPARENCHYMAL HEMATOMA; WITHOUT LOBECTOMY","Craniectomy or craniotomy, decompressive, with or without duraplasty, for treatment of intracranial hypertension, without evacuation of associated intraparenchymal hematoma; without lobectomy","61322"
897,"EXCISION OF RIB, PARTIAL","Excision of rib, partial","21600"
62126,"FUROSEMIDE, QUANT DRUG ASY","Quantitation of therapeutic drug, not elsewhere specified","80299"
170846,THERAPEUTIC APHERESIS WITH SELECTIVE HDL DELIPIDATION AND PLASMA REINFUSION,Therapeutic apheresis with selective HDL delipidation and plasma reinfusion,"0342T"
713,"TISSUE GRAFTS, OTHER (EG, PARATENON, FAT, DERMIS)","Tissue grafts, other (eg, paratenon, fat, dermis)","20926"
2286,"LARYNGOSCOPY, INDIRECT; DIAGNOSTIC (SEPARATE PROCEDURE)","Laryngoscopy, indirect; diagnostic (separate procedure)","31505"
1369,"ARTHROTOMY, WITH EXPLORATION, DRAINAGE, OR REMOVAL OF LOOSE OR FOREIGN BODY; METACARPOPHALANGEAL JOINT, EACH","Arthrotomy, with exploration, drainage, or removal of loose or foreign body; metacarpophalangeal joint, each","26075"
177693,"TRANSVERSUS ABDOMINIS PLANE (TAP) BLOCK (ABDOMINAL PLANE BLOCK, RECTUS SHEATH BLOCK) BILATERAL; BY CONTINUOUS INFUSIONS (INCLUDES IMAGING GUIDANCE, WHEN PERFORMED)","Transversus abdominis plane (TAP) block (abdominal plane block, rectus sheath block) bilateral; by continuous infusions (includes imaging guidance, when performed)","64489"
173902,TRANSJUGULAR RENAL BIOPSY,"Selective catheter placement, venous system; first order branch (eg, renal vein, jugular vein)","36011"
167219,PR EPISODE OF BACK PAIN LASTING 12 WEEKS OR LESS,Episode of back pain lasting 12 weeks or less (BkP),"1136F"
6411,MEPERIDINE-SERUM,"Opiate(s), drug and metabolites, each procedure","83925"
6564,FACTOR V,"Clotting; factor V (AcG or proaccelerin), labile factor","85220"
170796,X-RAY TIBIA-FIBULA RIGHT 2 VIEWS,"Radiologic examination; tibia and fibula, 2 views","73590"
169221,"PLEURAL DRAINAGE, PERCUTANEOUS, WITH INSERTION OF INDWELLING CATHETER; WITHOUT IMAGING GUIDANCE","Pleural drainage, percutaneous, with insertion of indwelling catheter; without imaging guidance","32556"
168746,"PSYTX, HOPS, 75-80 MIN","Individual psychotherapy, insight oriented, behavior modifying and/or supportive, in an inpatient hospital, partial hospital or residential care setting, approximately 75 to 80 minutes face-to-face with the patient","90821"
7122,HISTOCHEMICAL STAIN,Special stain including interpretation and report; histochemical stain on frozen tissue block (List separately in addition to code for primary procedure),"88314"
168466,EEG AWAKE & ASLEEP,Electroencephalogram (EEG); including recording awake and asleep,"95819"
2848,TRANSPOSITION AND/OR REIMPLANTATION; SUBCLAVIAN TO CAROTID ARTERY,Transposition and/or reimplantation; subclavian to carotid artery,"35694"
4325,"COMBINED ANTEROPOSTERIOR COLPORRHAPHY, INCLUDING CYSTOURETHROSCOPY, WHEN PERFORMED; WITH ENTEROCELE REPAIR","Combined anteroposterior colporrhaphy, including cystourethroscopy, when performed; with enterocele repair","57265"
3305,"ERCP,BALLOON DIL DUCTS","Endoscopic retrograde cholangiopancreatography (ERCP); with endoscopic retrograde balloon dilation of ampulla, biliary and/or pancreatic duct(s)","43271"
1113,"SEQUESTRECTOMY (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), OLECRANON PROCESS","Sequestrectomy (eg, for osteomyelitis or bone abscess), olecranon process","24138"
5642,ANGIO RENAL BILAT + FLUSH,"Angiography, renal, bilateral, selective (including flush aortogram), radiological supervision and interpretation","75724"
3050,"REPAIR, LACERATION OF DIAPHRAGM, ANY APPROACH","Repair, laceration of diaphragm, any approach","39501"
4506,MULTIFETAL PREGNANCY REDUCTION(S) (MPR),Multifetal pregnancy reduction(s) (MPR),"59866"
169188,CLAVICLE DISLOCATION W/O MANIP,Closed treatment of sternoclavicular dislocation; without manipulation,"23520"
417048,"PURE TONE AUDIOMETRY (THRESHOLD), AUTOMATED; AIR AND BONE","Pure tone audiometry (threshold), automated; air and bone","0209T"
8009,NURSING FAC DISCHARGE DAY,Nursing facility discharge day management; more than 30 minutes,"99316"
1470,"TRANSFER, TOE-TO-HAND WITH MICROVASCULAR ANASTOMOSIS; OTHER THAN GREAT TOE, SINGLE","Transfer, toe-to-hand with microvascular anastomosis; other than great toe, single","26553"
62936,INSULIN RECEPTOR AB,"Receptor assay; endocrine, other than estrogen or progesterone (specify hormone)","84235"
170102,THER/PROPH/DIAG INJ IV PUSH,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug","96374"
171998,AV SHUNT INITIAL ACCESS,"Introduction of needle and/or catheter, arteriovenous shunt created for dialysis (graft/fistula); initial access with complete radiological evaluation of dialysis access, including fluoroscopy, image documentation and report (includes access of shunt, inj","36147"
1800,RADICAL RESECTION OF TUMOR; TIBIA,Radical resection of tumor; tibia,"27645"
8040,"HOSPICE CARE SUPERVISION,30+ *","Supervision of a hospice patient (patient not present) requiring complex and multidisciplinary care modalities involving regular development and/or revision of care plans by that individual, review of subsequent reports of patient status, review of relate","99378"
172737,IMA ORDER 2,"Selective catheter placement, arterial system; initial second order abdominal, pelvic, or lower extremity artery branch, within a vascular family","36246"
7169,"CRYOPRESERVATION, SPERM",Cryopreservation; sperm,"89259"
171812,MRI SHOULDER WO CONTRAST,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)","73221"
168131,VENTILOMETRY,"Spirometry, including graphic record, total and timed vital capacity, expiratory flow rate measurement(s), with or without maximal voluntary ventilation","94010"
472,"APPL BILAMINATE SKIN SUBST, 25SQCM",Application of bilaminate skin substitute/neodermis; 25 sq cm (Deprecated),"15342"
169144,"DRAIN/INJECT, JOINT/BURSA, MAJ","Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance","20610"
4419,"LAPAROSCOPY, SURGICAL; WITH FULGURATION OF OVIDUCTS (WITH OR WITHOUT TRANSECTION)","Laparoscopy, surgical; with fulguration of oviducts (with or without transection)","58670"
165481,INTERRO EVAL CARDIAC MODULJ,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, implantable cardiac contractility modulation system","0418T"
176608,CHEST PA AND LAT INSP/EXP,"Radiologic examination, chest, complete, minimum of 4 views; with fluoroscopy","71034"
2251,"NASAL/SINUS ENDOSCOPY, DIAGNOSTIC WITH MAXILLARY SINUSOSCOPY (VIA INFERIOR MEATUS OR CANINE FOSSA PUNCTURE)","Nasal/sinus endoscopy, diagnostic; with maxillary sinusoscopy (via inferior meatus or canine fossa puncture)","31233"
168122,"REPAIR, PARAESOPHAGEAL HIATAL HERNIA (INCLUDING FUNDOPLICATION), VIA LAPAROTOMY, EXCEPT NEONATAL; WITHOUT IMPLANTATION OF MESH OR OTHER PROSTHESIS","Repair, paraesophageal hiatal hernia (including fundoplication), via laparotomy, except neonatal; without implantation of mesh or other prosthesis","43332"
3996,"ABDOMINO-VAGINAL VESICAL NECK SUSPENSION, WITH OR WITHOUT ENDOSCOPIC CONTROL (EG, STAMEY, RAZ, MODIFIED PEREYRA)","Abdomino-vaginal vesical neck suspension, with or without endoscopic control (eg, Stamey, Raz, modified Pereyra)","51845"
418963,PATIENT IS DYSARTHRIC (ALS),Patient is dysarthric (ALS),"3762F"
182245,PROC MUSIC THERAPY >1HR,Unlisted psychiatric service or procedure,"90899"
1459,"ARTHROPLASTY, METACARPOPHALANGEAL JOINT; WITH PROSTHETIC IMPLANT, EACH JOINT","Arthroplasty, metacarpophalangeal joint; with prosthetic implant, each joint","26531"
174680,CT SP COMPLETE W/WO CONTRAST,"Computed tomography, cervical spine; without contrast material, followed by contrast material(s) and further sections","72127"
7849,DERMATOLOGICAL PROCEDURE,Unlisted special dermatological service or procedure,"96999"
419247,HLTH BHV IVNTJ FAM W/O PT EA,"Health behavior intervention, family (without the patient present), face-to-face; each additional 15 minutes (List separately in addition to code for primary service)","96171"
2589,COMPLETE REPAIR TETRALOGY OF FALLOT WITHOUT PULMONARY ATRESIA;,Complete repair tetralogy of Fallot without pulmonary atresia,"33692"
7095,"CHROMOSOME ANAL:BREAKGE,100 CELLS","Chromosome analysis for breakage syndromes; score 100 cells, clastogen stress (eg, diepoxybutane, mitomycin C, ionizing radiation, UV radiation)","88249"
3823,FREE OMENTAL FLAP WITH MICROVASCULAR ANASTOMOSIS,Free omental flap with microvascular anastomosis,"49906"
152348,NITRIC OXIDE EXPIRED GAS DETERMINATION,Nitric oxide expired gas determination,"95012"
3300,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP); WITH REMOVAL OF CALCULI/DEBRIS FROM BILIARY/PANCREATIC DUCT(S),Endoscopic retrograde cholangiopancreatography (ERCP); with removal of calculi/debris from biliary/pancreatic duct(s),"43264"
975,"POSTERIOR SEGMENTAL INSTRUMENTATION (EG, PEDICLE FIXATION, DUAL RODS WITH MULTIPLE HOOKS AND SUBL…RATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 7 to 12 vertebral segments (List separately in addition to code for primary procedure)","22843"
194993,"ADMINISTER FLU VACCINE,QUADRIVALENT 3 YRS & OLDER, (NO LIM)","Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.5 mL dosage, for intramuscular use","90686"
63986,HISTOPLASMA ANTIBODIES,Antibody; histoplasma,"86698"
1711,"ARTHROPLASTY, KNEE, HINGE PROSTHESIS (EG, WALLDIUS TYPE)","Arthroplasty, knee, hinge prosthesis (eg, Walldius type)","27445"
4926,INCISION OF VAGUS NERVE,"Transection or avulsion of; vagus nerve (vagotomy), transthoracic","64752"
159843,SYCAMORE IGE,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
45425,"H PYLORI , BLOOD UREASE ACTIV, NON-ISOTOPE","Helicobacter pylori, blood test analysis for urease activity, non-radioactive isotope (eg, C-13)","83009"
257,"ANESTH,DX ARTERIOGRAPHY/VENOGRAPHY",Anesthesia for diagnostic arteriography/venography,"01916"
115694,ANGIOGRAM AORTIC ARCH,"Angiography, cervicocerebral, catheter, including vessel origin, radiological supervision and interpretation","75650"
169690,PLCMT NEEDLE INTRAOSSEOUS INFU,Placement of needle for intraosseous infusion,"36680"
177134,KUB FLAT,"Radiologic examination, abdomen; single anteroposterior view","74000"
6524,"UROBILINOGEN-URINE, SEMI-QUANT","Urobilinogen, urine; semiquantitative","84583"
4555,"BURR HOLE(S) WITH EVACUATION AND/OR DRAINAGE OF HEMATOMA, EXTRADURAL OR SUBDURAL","Burr hole(s) with evacuation and/or drainage of hematoma, extradural or subdural","61154"
38827,"FOCUSED ULTRASOUND ABLATION OF UTERINE LEIOMYOMATA, INCLUDING MR GUIDANCE; TOTAL LEIOMYOMATA VOLUME LESS THAN 200 CC OF TISSUE","Focused ultrasound ablation of uterine leiomyomata, including MR guidance; total leiomyomata volume less than 200 cc of tissue","0071T"
171140,DRIVING SIMULATION,"Review and interpretation by physician or other qualified health care professional of comprehensive computer-based motion analysis, dynamic plantar pressure measurements, dynamic surface electromyography during walking or other functional activities, and ","96004"
164638,"OSTEOTOMY OF SPINE, POSTERIOR OR POSTEROLATERAL APPROACH, 3 COLUMNS, 1 VERTEBRAL SEGMENT (EG, PED…RATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Osteotomy of spine, posterior or posterolateral approach, 3 columns, 1 vertebral segment (eg, pedicle/vertebral body subtraction); each additional vertebral segment (List separately in addition to code for primary procedure)","22208"
6741,EASTERN EQUINE ENCEPH AB,"Antibody; encephalitis, Eastern equine","86652"
152330,ANALYSIS W/PRGRMG AUD BRAINSTEM IMPLANT PR HR,"Diagnostic analysis with programming of auditory brainstem implant, per hour","92640"
248839,AVM AVF TREATMENT HEAD AND NECK,"Transcatheter permanent occlusion or embolization (eg, for tumor destruction, to achieve hemostasis, to occlude a vascular malformation), percutaneous, any method; central nervous system (intracranial, spinal cord)","61624"
172521,EVR ILIAC OCCLUSION ADD,Endovascular placement of iliac artery occlusion device (List separately in addition to code for primary procedure),"34808"
174753,BREAST BIOPSY/LOC - MR GUIDED ADDTL LESION,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; each additional lesion, including magnetic resonance guidance (List separately i","19086"
176542,CHEST OBLIQUE UNILATERAL RIGHT,"Radiologic examination, chest; single view, frontal","71010"
164142,PR PATIENT RECEIVING EPO THERAPY,Patient receiving erythropoietin therapy (HEM),"4090F"
3995,"ANTERIOR VESICOURETHROPEXY, OR URETHROPEXY (EG, MARSHALL-MARCHETTI-KRANTZ, BURCH); COMPLICATED (EG, SECONDARY REPAIR)","Anterior vesicourethropexy, or urethropexy (eg, Marshall-Marchetti-Krantz, Burch); complicated (eg, secondary repair)","51841"
158830,ARTICHOKE IGE,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
7919,SPECIAL SUPPLIES,"Supplies and materials (except spectacles), provided by the physician or other qualified health care professional over and above those usually included with the office visit or other services rendered (list drugs, trays, supplies, or materials provided)","99070"
4646,"TRANSECT ARTERY, SINUS","Transection or ligation, carotid artery in petrous canal; with repair by anastomosis or graft (List separately in addition to code for primary procedure)","61612"
63624,GARLIC-F47,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
6066,PROCAINAMIDE,"Procainamide; with metabolites (eg, n-acetyl procainamide)","80192"
3526,"PROCTOSIGMOIDOSCOPY, RIGID; WITH REMOVAL OF SINGLE TUMOR, POLYP, OR OTHER LESION BY HOT BIOPSY FORCEPS OR BIPOLAR CAUTERY","Proctosigmoidoscopy, rigid; with removal of single tumor, polyp, or other lesion by hot biopsy forceps or bipolar cautery","45308"
1802,RADICAL RESECTION OF TUMOR; TALUS OR CALCANEUS,Radical resection of tumor; talus or calcaneus,"27647"
4161,"PLASTIC OPERATION OF PENIS FOR STRAIGHTENING OF CHORDEE (EG, HYPOSPADIAS), WITH OR WITHOUT MOBILIZATION OF URETHRA","Plastic operation of penis for straightening of chordee (eg, hypospadias), with or without mobilization of urethra","54300"
5446,X-RAY ERECT SPINE SCOLIOSIS (OFFICE PROCEDURE),"Radiologic examination, spine, thoracolumbar, standing (scoliosis)","72069"
174203,EMBOLIZATION VESSEL 3,"Transcatheter therapy, embolization, any method, radiological supervision and interpretation","75894"
312,"SHAVING OF EPIDERMAL OR DERMAL LESION, SINGLE LESION, TRUNK, ARMS OR LEGS; LESION DIAMETER 0.6 TO 1.0 CM","Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.6 to 1.0 cm","11301"
65316,MR KNEES BOTH WO CONTRAST,"Magnetic resonance (eg, proton) imaging, any joint of lower extremity; without contrast material","73721"
418050,"EXPLORATION NOT FOLLOWED BY SURGICAL REPAIR, ARTERY; LOWER EXTREMITY (EG, COMMON FEMORAL, DEEP FEMORAL, SUPERFICIAL FEMORAL, POPLITEAL, TIBIAL, PERONEAL)","Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)","35703"
7078,CYTOPATH TBS CERV/VAG REDO,"Cytopathology, slides, cervical or vaginal (the Bethesda System); with manual screening and rescreening under physician supervision","88165"
171748,CT ANGIO LOWER EXTREMITY W/ & W/O CONT,"Computed tomographic angiography, lower extremity, with contrast material(s), including noncontrast images, if performed, and image postprocessing","73706"
3626,IMPLANT ARTIFICIAL SPHINCTER,"Sphincteroplasty, anal, for incontinence, adult; implantation artificial sphincter","46762"
2900,"VENIPUNCTURE, CUTDOWN; YOUNGER THAN AGE 1 YEAR","Venipuncture, cutdown; younger than age 1 year","36420"
173284,"PANCREAS, PERCUTANEOUS BX USG","Biopsy of pancreas, percutaneous needle","48102"
172057,"BONE, SUPERFICIAL, PERCT BX MR","Biopsy, bone, trocar, or needle; superficial (eg, ilium, sternum, spinous process, ribs)","20220"
177575,"ARTHRODESIS, SACROILIAC JOINT, PERCUTANEOUS OR MINIMALLY INVASIVE (INDIRECT VISUALIZATION), WITH …EN PERFORMED, AND PLACEMENT OF TRANSFIXING DEVICE","Arthrodesis, sacroiliac joint, percutaneous or minimally invasive (indirect visualization), with image guidance, includes obtaining bone graft when performed, and placement of transfixing device","27279"
7096,"CHROMOSOME ANAL:5 CELLS,1 KAROTYPE","Chromosome analysis; count 5 cells, 1 karyotype, with banding","88261"
6295,GLUCOSE-BLOOD,"Glucose, blood by glucose monitoring device(s) cleared by the FDA specifically for home use","82962"
164403,PR PST SPINOUS PROCESS DEVICE INSERT LMBR EA LVL,"Insertion of posterior spinous process distraction device (including necessary removal of bone or ligament for insertion and imaging guidance), lumbar; each additional level (List separately in addition to code for primary procedure)","0172T"
1997,"RECONSTRUCTION, TOE, MACRODACTYLY; SOFT TISSUE RESECTION","Reconstruction, toe, macrodactyly; soft tissue resection","28340"
152195,"FIORICET, URINE",Acetaminophen,"82003"
115752,CAVERNOSOGRAM,"Corpora cavernosography, radiological supervision and interpretation","74445"
62170,"FLUVOXAMINE, QUANT DRUG ASY","Quantitation of therapeutic drug, not elsewhere specified","80299"
5737,X-RAY CONSULTATION (OFFICE PROCEDURE),"Consultation on X-ray examination made elsewhere, written report","76140"
165547,IMPLANTATION OF INTRASTROMAL CORNEAL RING SEGMENTS,Implantation of intrastromal corneal ring segments,"65785"
173642,RFA OPEN LIVER VIA US,"Ablation, open, of 1 or more liver tumor(s); radiofrequency","47380"
169429,AUTOLOGOUS,"Blood-derived hematopoietic progenitor cell harvesting for transplantation, per collection; autologous","38206"
169106,DRESS & DEBRIDE SMALL,"Dressings and/or debridement of partial-thickness burns, initial or subsequent; small (less than 5% total body surface area)","16020"
7944,SPECIAL SERVICE/PROC/REPORT,"Unlisted special service, procedure or report","99199"
1449,"RECONSTRUCTION OF TENDON PULLEY, EACH TENDON; WITH TENDON OR FASCIAL GRAFT (INCLUDES OBTAINING GRAFT) (SEPARATE PROCEDURE)","Reconstruction of tendon pulley, each tendon; with tendon or fascial graft (includes obtaining graft) (separate procedure)","26502"
167086,PR HEPATITIS B VACCINE ADMIN OR PREVIOUSLY RECEIVED (HEP-C),"Hepatitis B vaccine injection administered or previously received (HEP-C, HIV) (IBD)","4149F"
174044,VERTEBROPLASTY THORACIC CTG,"Percutaneous vertebroplasty (bone biopsy included when performed), 1 vertebral body, unilateral or bilateral injection; thoracic","22520"
6461,VITAMIN B6,Pyridoxal phosphate (Vitamin B-6),"84207"
63978,HERPES SIMPLEX TYPE 1 IGM AB,"Antibody; herpes simplex, type 1","86695"
2686,ENDOVASCULAR PLACEMENT OF ILIAC ARTERY OCCLUSION DEVICE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),Endovascular placement of iliac artery occlusion device (List separately in addition to code for primary procedure),"34808"
2178,"ARTHROSCOPY, METACARPOPHALANGEAL JOINT, SURGICAL; WITH DEBRIDEMENT","Arthroscopy, metacarpophalangeal joint, surgical; with debridement","29901"
6047,"ASSAY CARBAMAZEPINE, FREE",Carbamazepine; free,"80157"
64898,MR PITUITARY W/WO CONTRAST,"Magnetic resonance (eg, proton) imaging, brain (including brain stem); without contrast material, followed by contrast material(s) and further sequences","70553"
8027,"PROLONGED SERVICE, INPATIENT","Prolonged service in the inpatient or observation setting, requiring unit/floor time beyond the usual service; first hour (List separately in addition to code for inpatient Evaluation and Management service)","99356"
3961,CYSTOTOMY; FOR EXCISION OF BLADDER TUMOR,Cystotomy; for excision of bladder tumor,"51530"
5991,RENAL IMAGING WITH FLOW,Kidney imaging morphology; with vascular flow,"78701"
62666,GHBP-PED,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)","83519"
3021,"EXCISION OF CYSTIC HYGROMA, AXILLARY OR CERVICAL; WITHOUT DEEP NEUROVASCULAR DISSECTION","Excision of cystic hygroma, axillary or cervical; without deep neurovascular dissection","38550"
1613,"OPEN TREATMENT OF POSTERIOR PELVIC BONE FRACTURE AND/OR DISLOCATION, FOR FRACTURE PATTERNS THAT D…PSILATERAL ILIUM, SACROILIAC JOINT AND/OR SACRUM)","Open treatment of posterior pelvic bone fracture and/or dislocation, for fracture patterns that disrupt the pelvic ring, unilateral, includes internal fixation, when performed (includes ipsilateral ilium, sacroiliac joint and/or sacrum)","27218"
3279,"ESOPHAGOGASTRODUODENOSCOPY, FLEXIBLE, TRANSORAL; WITH BIOPSY, SINGLE OR MULTIPLE","Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple","43239"
998,"EXCISION, TUMOR, SOFT TISSUE OF SHOULDER AREA, SUBCUTANEOUS; LESS THAN 3 CM","Excision, tumor, soft tissue of shoulder area, subcutaneous; less than 3 cm","23075"
400114,"PR SPINAL PUNCTURE,LUMBAR,DIAGNOSTIC","Spinal puncture, lumbar, diagnostic","62270"
204207,PLACEMENT OF EXTENSION PROSTHESIS(ES) DISTAL TO THE COMMON ILIAC ARTERY(IES) OR PROXIMAL TO THE RENAL ARTERY(IES) FOR ENDOVAS... (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),"Placement of extension prosthesis(es) distal to the common iliac artery(ies) or proximal to the renal artery(ies) for endovascular repair of infrarenal abdominal aortic or iliac aneurysm, false aneurysm, dissection, penetrating ulcer, including pre-proced","34709"
168498,ORTHOTIC TRAINING,"Orthotic(s) management and training (including assessment and fitting when not otherwise reported), upper extremity(ies), lower extremity(ies) and/or trunk, initial orthotic(s) encounter, each 15 minutes","97760"
6386,MYELIN PROTEIN-CSF,"Myelin basic protein, cerebrospinal fluid","83873"
1598,"TREATMENT OF SLIPPED FEMORAL EPIPHYSIS; BY TRACTION, WITHOUT REDUCTION","Treatment of slipped femoral epiphysis; by traction, without reduction","27175"
65654,"THYROID PERTECHNETATE SCAN, IMAGING ONLY",Thyroid imaging; only,"78010"
637,"MAMMAPLASTY, AUGMENTATION; WITH PROSTHETIC IMPLANT","Mammaplasty, augmentation; with prosthetic implant","19325"
173136,"MUSCLE, PERCUTAN BX  FLUORO","Biopsy, muscle, percutaneous needle","20206"
62528,"GLUCOSE-WB, ART (POCT)","Glucose; quantitative, blood (except reagent strip)","82947"
65298,MR FEET BOTH W/WO CONTRAST,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s), followed by contrast material(s) and further sequences","73720"
65172,MRA SHOULDER RIGHT W CONTRAST,"Magnetic resonance angiography, upper extremity, with or without contrast material(s)","73225"
5120,"REMOVAL OF IMPLANTED MATERIAL, POSTERIOR SEGMENT; EXTRAOCULAR","Removal of implanted material, posterior segment; extraocular","67120"
2334,"BRONCHOSCOPY, RIGID OR FLEXIBLE, INCLUDING FLUOROSCOPIC GUIDANCE, WHEN PERFORMED; WITH BRUSHING OR PROTECTED BRUSHINGS","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with brushing or protected brushings","31623"
1499,"OPEN TREATMENT OF CARPOMETACARPAL DISLOCATION, OTHER THAN THUMB; COMPLEX, MULTIPLE, OR DELAYED REDUCTION","Open treatment of carpometacarpal dislocation, other than thumb; complex, multiple, or delayed reduction","26686"
170855,PR AORTIC ANEURYSM 5-5.4CM MAX DIAM CTRLN/AXIAL CT,Aortic aneurysm 5.0 - 5.4 cm maximum diameter on centerline formatted CT or minor diameter on axial formatted CT (NMA-No Measure Associated),"9002F"
1859,"CLOSED TREATMENT OF BIMALLEOLAR ANKLE FRACTURE (EG, LATERAL AND MEDIAL MALLEOLI, OR LATERAL AND POSTERIOR MALLEOLI OR MEDIAL AND POSTERIOR MALLEOLI); WITHOUT MANIPULATION","Closed treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli or medial and posterior malleoli); without manipulation","27808"
363,"EXCISION, MALIGNANT LESION INCLUDING MARGINS, FACE, EARS, EYELIDS, NOSE, LIPS; EXCISED DIAMETER 3.1 TO 4.0 CM","Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm","11644"
417469,DOPPLER COLOR FLOW VELOCITY MAP,Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography),"93325"
1230,"SYNOVECTOMY, EXTENSOR TENDON SHEATH, WRIST, SINGLE COMPARTMENT; WITH RESECTION OF DISTAL ULNA","Synovectomy, extensor tendon sheath, wrist, single compartment; with resection of distal ulna","25119"
159635,"ABI DOPPLER, 1LEVEL, BILAT (NEURO)","Limited bilateral noninvasive physiologic studies of upper or lower extremity arteries, (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus bidirectional, Doppler waveform recording ","93922"
3993,CYSTOURETHROPLASTY WITH UNILATERAL OR BILATERAL URETERONEOCYSTOSTOMY,Cystourethroplasty with unilateral or bilateral ureteroneocystostomy,"51820"
861,"OPEN TREATMENT OF FRACTURE OF ORBIT, EXCEPT BLOWOUT; WITH IMPLANT","Open treatment of fracture of orbit, except blowout; with implant","21407"
